18760283	北海市污泥集中处置中心工程(污泥接收车间、脱水机房、消化进泥系统、沼气提纯设备间、水热单元处理间、锅炉房、变配电室)	详见北海建设工程交易信息网发布的《北海市污泥集中处置中心工程(污泥接收车间、脱水机房、消化进泥系统、沼气提纯设备间、水热单元处理间、锅炉房、变配电室)》中标候选人公示	详见/a/N 北海/ns/N 建设工程/n/N 交易/n/N 信息网/n/N 发布/v/N 的/uj/N 《/x/N 北海市/ns/Y 污泥/n/Y 集中/v/Y 处置/v/Y 中心/n/Y 工程/n/Y (/x/Y 污泥/n/Y 接收/v/Y 车间/n/Y 、/x/Y 脱水/v/Y 机房/n/Y 、/x/Y 消化/vn/Y 进泥/n/Y 系统/n/Y 、/x/Y 沼气/n/Y 提纯/v/Y 设备/vn/Y 间/f/Y 、/x/Y 水热/n/Y 单元/n/Y 处理/v/Y 间/f/Y 、/x/Y 锅炉房/n/Y 、/x/Y 变/v/Y 配电室/n/Y )/x/Y 》/x/N 中标/n/N 候选人/n/N 公示/v/N
16803913	科尔沁右翼前旗科尔沁镇城北路绿化升级改造工程	内蒙古蒙草生态环境(集团)股份有限公司(以下简称“公司”)近日收到科尔沁右翼前旗园林管理所发来的《中标通知书》,确认公司为科尔沁右翼前旗科尔沁镇城北路绿化升级改造工程(以下简称“本项目”)的中标人	内蒙古/ns/N 蒙草/nz/N 生态环境/l/N (/x/N 集团/n/N )/x/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 近日/t/N 收到/v/N 科尔沁右翼前旗/ns/N 园林管理/n/N 所/c/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确认/v/N 公司/n/N 为/p/N 科尔沁右翼前旗/ns/Y 科尔沁/nr/Y 镇/n/Y 城北/s/Y 路/n/Y 绿化/n/Y 升级/vn/Y 改造/v/Y 工程/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 项目/n/N ”/x/N )/x/N 的/uj/N 中标人/n/N
16803913	科尔沁右翼前旗科尔沁镇城北路绿化升级改造工程	1、项目名称:科尔沁右翼前旗科尔沁镇城北路绿化升级改造工程;	1/x/N 、/x/N 项目名称/n/N :/x/N 科尔沁右翼前旗/ns/Y 科尔沁/nr/Y 镇/n/Y 城北/s/Y 路/n/Y 绿化/n/Y 升级/vn/Y 改造/v/Y 工程/n/Y ;/x/N
15856356	雅安智慧公共安全系统政府与社会资本合作采购项目	2017年1月18日,万达信息股份有限公司(以下简称“公司”)披露了《中标公告》,公司成功中标四川省雅安市公安局及雅安市经济和信息化委员会(以下合并简称“甲方”)“雅安智慧公共安全系统政府与社会资本合作采购项目”(以下简称“雅安智慧公共安全系统采购项目”),具体内容详见中国证监会指定创业板信息披露网站(公告编号2017-006)	2017/m/N 年/m/N 1/m/N 月/m/N 18/m/N 日/m/N ,/x/N 万达/nz/N 信息/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 披露/v/N 了/ul/N 《/x/N 中标/n/N 公告/n/N 》/x/N ,/x/N 公司/n/N 成功/a/N 中标/n/N 四川省/ns/N 雅安市/ns/N 公安局/nt/N 及/c/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N (/x/N 以下/f/N 合并/v/N 简称/v/N “/x/N 甲方/n/N ”/x/N )/x/N “/x/N 雅安/ns/Y 智慧/nr/Y 公共安全/nr/Y 系统/n/Y 政府/n/Y 与/p/Y 社会/n/Y 资本/n/Y 合作/vn/Y 采购/v/Y 项目/n/Y ”/x/N (/x/N 以下/f/N 简称/v/N “/x/N 雅安/ns/N 智慧/nr/N 公共安全/nr/N 系统/n/N 采购/v/N 项目/n/N ”/x/N )/x/N ,/x/N 具体内容/n/N 详见/a/N 中国证监会/nt/N 指定/v/N 创业板/n/N 信息/n/N 披露/v/N 网站/n/N (/x/N 公告/n/N 编号/n/N 2017/m/N -/x/N 006/m/N )/x/N
15856356	雅安智慧公共安全系统政府与社会资本合作采购项目	2017年3月24日,公司指定全资子公司四川浩特通信有限公司(以下简称“乙方”或“项目公司”)作为项目公司,与雅安市公安局、雅安市经济和信息化委员会签订了《雅安智慧公共安全系统政府与社会资本合作采购项目合同》,合同金额为人民币449,890,878元,现将合同的主要情况公告如下:	2017/m/N 年/m/N 3/m/N 月/m/N 24/m/N 日/m/N ,/x/N 公司/n/N 指定/v/N 全资/n/N 子公司/n/N 四川/ns/N 浩特/a/N 通信/j/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 乙方/n/N ”/x/N 或/c/N “/x/N 项目/n/N 公司/n/N ”/x/N )/x/N 作为/v/N 项目/n/N 公司/n/N ,/x/N 与/p/N 雅安市/ns/N 公安局/nt/N 、/x/N 雅安市/ns/N 经济/n/N 和/c/N 信息化/n/N 委员会/n/N 签订/v/N 了/ul/N 《/x/N 雅安/ns/Y 智慧/nr/Y 公共安全/nr/Y 系统/n/Y 政府/n/Y 与/p/Y 社会/n/Y 资本/n/Y 合作/vn/Y 采购/v/Y 项目/n/Y 合同/a/N 》/x/N ,/x/N 合同/a/N 金额/n/N 为/p/N 人民币/n/N 449/m/N ,/x/N 890/m/N ,/x/N 878/m/N 元/m/N ,/x/N 现/tg/N 将/d/N 合同/a/N 的/uj/N 主要/b/N 情况/n/N 公告/n/N 如下/t/N :/x/N
15856356	雅安智慧公共安全系统政府与社会资本合作采购项目	1、《雅安智慧公共安全系统政府与社会资本合作采购项目合同》特此公告	1/x/N 、/x/N 《/x/N 雅安/ns/Y 智慧/nr/Y 公共安全/nr/Y 系统/n/Y 政府/n/Y 与/p/Y 社会/n/Y 资本/n/Y 合作/vn/Y 采购/v/Y 项目/n/Y 合同/a/N 》/x/N 特此/d/N 公告/n/N
1636354	国家质检总局电子检验检疫主干系统应用运维项目	福建榕基软件股份有限公司(以下简称“公司”)于近日收到中金招标有限责任公司发来的中标通知书,经过评标小组的评审,公司的投标在商务和技术上均满足国家质检总局电子检验检疫主干系统应用运维项目(项目编号:0773-1541GNOB00286)的招标文件要求,被确定为中标人,中标总金额为	福建/ns/N 榕/j/N 基/n/N 软件/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 中/f/N 金/nr/N 招标/n/N 有限责任/l/N 公司/n/N 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 经过/p/N 评标/n/N 小组/n/N 的/uj/N 评审/vn/N ,/x/N 公司/n/N 的/uj/N 投标/n/N 在/p/N 商务/n/N 和/c/N 技术/n/N 上均/j/N 满足/v/N 国家/n/Y 质检/j/Y 总局/n/Y 电子/n/Y 检验/vn/Y 检疫/vn/Y 主干/n/Y 系统/n/Y 应用/v/Y 运维/n/Y 项目/n/Y (/x/N 项目编号/n/N :/x/N 0773/m/N -/x/N 1541/m/N GNOB00286/eng/N )/x/N 的/uj/N 招标/n/N 文件/n/N 要求/v/N ,/x/N 被/p/N 确定/v/N 为/p/N 中标人/n/N ,/x/N 中标/n/N 总金额/n/N 为/p/N
1636354	国家质检总局电子检验检疫主干系统应用运维项目	项目名称:国家质检总局电子检验检疫主干系统应用运维项目项目业主:国家质检总局通关司	项目名称/n/N :/x/N 国家/n/Y 质检/j/Y 总局/n/Y 电子/n/Y 检验/vn/Y 检疫/vn/Y 主干/n/Y 系统/n/Y 应用/v/Y 运维/n/Y 项目/n/Y 项目/n/N 业主/n/N :/x/N 国家/n/N 质检/j/N 总局/n/N 通关/vn/N 司/nr/N
1636354	国家质检总局电子检验检疫主干系统应用运维项目	公司本次承建国家质检总局电子检验检疫主干系统应用运维项目,充分体现了公司在质检信息化领域的研发、创新实力	公司/n/N 本次/r/N 承建/v/N 国家/n/Y 质检/j/Y 总局/n/Y 电子/n/Y 检验/vn/Y 检疫/vn/Y 主干/n/Y 系统/n/Y 应用/v/Y 运维/n/Y 项目/n/Y ,/x/N 充分体现/v/N 了/ul/N 公司/n/N 在/p/N 质检/j/N 信息化/n/N 领域/n/N 的/uj/N 研发/j/N 、/x/N 创新/v/N 实力/n/N
876612	提济乌祖省大学4000床位工程、2500床位工程和7000座位工程等三个项目	近日,公司陆续接到阿尔及利亚提济乌祖省WILAYA住宅与公共设施管理部关于提济乌祖省大学4000床位工程、2500床位工程和7000座位工程等三个项目的中标通知书,中标工程合同总金额约为43.65亿第纳尔(约合4.85亿人民币)	近日/t/N ,/x/N 公司/n/N 陆续/d/N 接到/v/N 阿尔及利亚/ns/N 提济/n/N 乌祖/nr/N 省/n/N WILAYA/eng/N 住宅/n/N 与/p/N 公共设施/n/N 管理部/n/N 关于/p/N 提济/n/Y 乌祖/nr/Y 省/n/Y 大学/n/Y 4000/m/Y 床位/n/Y 工程/n/Y 、/x/Y 2500/m/Y 床位/n/Y 工程/n/Y 和/c/Y 7000/m/Y 座位/n/Y 工程/n/Y 等/u/Y 三个/m/Y 项目/n/Y 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 中标/n/N 工程/n/N 合同/a/N 总金额/n/N 约/d/N 为/p/N 43.65/m/N 亿/m/N 第纳尔/nz/N (/x/N 约合/vn/N 4.85/m/N 亿/m/N 人民币/n/N )/x/N
1329407	深圳市政府采购中心组织的城市街区24小时自助图书馆系统二期工程(未完成部分)设备采购及环境改造项目	深圳市远望谷信息技术股份有限公司(以下简称“公司”)于2012年8月16日收到深圳市政府采购中心发出的《深圳市网上政府采购中标通知书》,确认公司成功中标由深圳市政府采购中心组织的城市街区24小时自助图书馆系统二期工程(未完成部分)设备采购及环境改造项目,中标总金额1124.8万元	深圳市/ns/N 远望/v/N 谷/nr/N 信息技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2012/m/N 年/m/N 8/m/N 月/m/N 16/m/N 日/m/N 收到/v/N 深圳市政府/nt/N 采购/v/N 中心/n/N 发出/v/N 的/uj/N 《/x/N 深圳市/ns/N 网上/s/N 政府/n/N 采购/v/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确认/v/N 公司/n/N 成功/a/N 中标/n/N 由/p/N 深圳市政府/nt/Y 采购/v/Y 中心/n/Y 组织/v/Y 的/uj/Y 城市/ns/Y 街区/s/Y 24/m/Y 小时/n/Y 自助/v/Y 图书馆/n/Y 系统/n/Y 二期工程/l/Y (/x/Y 未/d/Y 完成/v/Y 部分/n/Y )/x/Y 设备/vn/Y 采购/v/Y 及/c/Y 环境/n/Y 改造/v/Y 项目/n/Y ,/x/N 中标/n/N 总金额/n/N 1124.8/m/N 万元/m/N
669044	四川邛名高速公路道路石油沥青采购项目	四川邛名高速公路道路石油沥青采购项目中标公告	四川/ns/Y 邛/g/Y 名/q/Y 高速公路/n/Y 道路/n/Y 石油/n/Y 沥青/n/Y 采购/v/Y 项目/n/Y 中标/n/N 公告/n/N
669044	四川邛名高速公路道路石油沥青采购项目	根据该中标通知文件,公司被确定为四川邛名高速公路道路石油沥青采购项目的中标人,中标总金额为:人民币89,771,500元	根据/p/N 该/r/N 中标/n/N 通知/v/N 文件/n/N ,/x/N 公司/n/N 被/p/N 确定/v/N 为/p/N 四川/ns/Y 邛/g/Y 名/q/Y 高速公路/n/Y 道路/n/Y 石油/n/Y 沥青/n/Y 采购/v/Y 项目/n/Y 的/uj/N 中标人/n/N ,/x/N 中标/n/N 总金额/n/N 为/p/N :/x/N 人民币/n/N 89/m/N ,/x/N 771/m/N ,/x/N 500/m/N 元/m/N
16919840	城市安全信息系统(六期)设备及安装采购	关于中标城市安全信息系统(六期)设备及安装采购项目的公告	关于/p/N 中标/n/N 城市/ns/Y 安全/an/Y 信息系统/n/Y (/x/Y 六期/t/Y )/x/Y 设备/vn/Y 及/c/Y 安装/v/Y 采购/v/Y 项目/n/N 的/uj/N 公告/n/N
16919840	城市安全信息系统(六期)设备及安装采购	2017年11月23日,泉州市政府采购网公示了“城市安全信息系统(六期)设备及安装采购”项目的中标结果,南威软件股份有限公司(以下简称“公司”)为该项目的中标供应商,具体情况如下:	2017/m/N 年/m/N 11/m/N 月/m/N 23/m/N 日/m/N ,/x/N 泉州市/ns/N 政府/n/N 采购网/nz/N 公示/v/N 了/ul/N “/x/N 城市/ns/Y 安全/an/Y 信息系统/n/Y (/x/Y 六期/t/Y )/x/Y 设备/vn/Y 及/c/Y 安装/v/Y 采购/v/Y ”/x/N 项目/n/N 的/uj/N 中标/n/N 结果/n/N ,/x/N 南威/ns/N 软件/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 为/p/N 该项/r/N 目的/n/N 中标/n/N 供应商/n/N ,/x/N 具体情况/l/N 如下/t/N :/x/N
146995	国土资源部页岩气探矿权出让招标项目	2013年1月8日,公司全资子公司华瀛山西能源投资有限公司(以下简称“华瀛山西”)接到国土资源部《中标通知书》,确定华瀛山西为国土资源部页岩气探矿权出让招标项目(项目编号:GT2012YQTKQCR0001)对应区块——贵州凤冈页岩气二区块的探矿权中标人	2013/m/N 年/m/N 1/m/N 月/m/N 8/m/N 日/m/N ,/x/N 公司/n/N 全资/n/N 子公司/n/N 华瀛/nr/N 山西/ns/N 能源/n/N 投资/vn/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 华瀛/nr/N 山西/ns/N ”/x/N )/x/N 接到/v/N 国土资源部/nt/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确定/v/N 华瀛/nr/N 山西/ns/N 为/p/N 国土资源部/nt/Y 页岩/n/Y 气/n/Y 探矿权/n/Y 出让/v/Y 招标/n/Y 项目/n/Y (/x/N 项目编号/n/N :/x/N GT2012YQTKQCR0001/eng/N )/x/N 对应/vn/N 区块/n/N —/x/N —/x/N 贵州/ns/N 凤冈/ns/N 页岩/n/N 气/n/N 二/m/N 区块/n/N 的/uj/N 探矿权/n/N 中标人/n/N
14672478	遂宁市河东新区海绵城市建设五彩缤纷北路景观带PPP项目	龙建路桥股份有限公司关于中标遂宁市河东新区海绵城市建设五彩缤纷北路景观带PPP项目的公告	龙建/nr/N 路桥/ns/N 股份/n/N 有限公司/n/N 关于/p/N 中标/n/N 遂宁市/ns/Y 河东/ns/Y 新区/ns/Y 海绵/n/Y 城市/ns/Y 建设/vn/Y 五彩缤纷/i/Y 北路/ns/Y 景观带/n/Y PPP/eng/Y 项目/n/Y 的/uj/N 公告/n/N
14672478	遂宁市河东新区海绵城市建设五彩缤纷北路景观带PPP项目	龙建路桥股份有限公司(以下简称“公司”)于近日收到四川省遂宁市河东新区建设局及北京金准咨询有限责任公司签发的《中标通知书》,公司与黑龙江省水利水电集团有限公司、江西省园艺城乡建设集团有限公司组成的联合体中标四川省遂宁市河东新区海绵城市建设五彩缤纷北路景观带PPP项目	龙建/nr/N 路桥/ns/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 近日/t/N 收到/v/N 四川省/ns/N 遂宁市/ns/N 河东/ns/N 新区/ns/N 建设局/nt/N 及/c/N 北京/ns/N 金准/n/N 咨询/vn/N 有限责任/l/N 公司/n/N 签发/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 公司/n/N 与/p/N 黑龙江省/ns/N 水利水电/n/N 集团/n/N 有限公司/n/N 、/x/N 江西省/ns/N 园艺/n/N 城乡建设/l/N 集团/n/N 有限公司/n/N 组成/v/N 的/uj/N 联合体/nt/N 中标/n/N 四川省/ns/N 遂宁市/ns/Y 河东/ns/Y 新区/ns/Y 海绵/n/Y 城市/ns/Y 建设/vn/Y 五彩缤纷/i/Y 北路/ns/Y 景观带/n/Y PPP/eng/Y 项目/n/Y
10400225	赞比亚马宁加至姆维尼伦加公路升级改造项目	2016年7月26日,中工国际工程股份有限公司与赞比亚工程部道路发展局签署了赞比亚马宁加至姆维尼伦加公路升级改造项目商务合同	2016/m/N 年/m/N 7/m/N 月/m/N 26/m/N 日/m/N ,/x/N 中工/nt/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N 与/p/N 赞比亚/ns/N 工程部/n/N 道路/n/N 发展局/l/N 签署/v/N 了/ul/N 赞比亚/ns/Y 马宁加至姆维尼伦加/ns/Y 公路/n/Y 升级/vn/Y 改造/v/Y 项目/n/Y 商务/n/N 合同/a/N
