16797697	近日,天津膜天膜科技股份有限公司(以下简称“本公司”或“公司”)收到招标代理机构湖南华冠工程项目管理有限公司发出的《中标通知书》(编号:HNHGCG-2017-106),确定本公司(联合体成员)与天津创业环保集团股份有限公司(联合体牵头人)、天津第二市政公路工程有限公司(联合体成员)为“宁乡经济技术开发区污水处理及回用工程PPP项目”(以下简称“该项目”)的中标单位	近日/t ,/x 天津/ns 膜/n 天膜/n 科技股份/n 有限公司/n (/x 以下/f 简称/v “/x 本/r 公司/n ”/x 或/c “/x 公司/n ”/x )/x 收到/v 招标/n 代理/n 机构/n 湖南华/nz 冠/n 工程/n 项目管理/n 有限公司/n 发出/v 的/uj 《/x 中标/n 通知书/nr 》/x (/x 编号/n :/x HNHGCG/eng -/x 2017/m -/x 106/m )/x ,/x 确定/v 本/r 公司/n (/x 联合体/nt 成员/n )/x 与/p 天津/ns 创业/n 环保/j 集团股份/nz 有限公司/n (/x 联合体/nt 牵头/v 人/n )/x 、/x 天津/ns 第二/m 市政/n 公路工程/n 有限公司/n (/x 联合体/nt 成员/n )/x 为/p “/x 宁乡/ns 经济/n 技术开发区/n 污水处理/n 及/c 回用/v 工程/n PPP/eng 项目/n ”/x (/x 以下/f 简称/v “/x 该/r 项目/n ”/x )/x 的/uj 中标/n 单位/n
362257	江河创建集团股份有限公司(以下简称“公司”)控股子公司承达集团有限公司的附属公司承达工程服务(澳门)有限公司近日收到VenetianCotaiLimited发来的澳门威尼斯人3期巴黎人酒店30-37楼VIP套房内装修工程项目中标通知书	江河/ns 创建/v 集团股份/nz 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x )/x 控股/v 子公司/n 承达/v 集团/n 有限公司/n 的/uj 附属/b 公司/n 承达/v 工程/n 服务/vn (/x 澳门/ns )/x 有限公司/n 近日/t 收到/v VenetianCotaiLimited/eng 发来/v 的/uj 澳门/ns 威尼斯人/nrt 3/m 期/n 巴黎/ns 人/n 酒店/n 30/m -/x 37/m 楼/n VIP/eng 套房/n 内/n 装修/v 工程项目/n 中标/n 通知书/nr
16856676	近日,公司与贵州高速集团签订了该项目《施工总承包合同》,具体情况如下:	近日/t ,/x 公司/n 与/p 贵州/ns 高速/d 集团/n 签订/v 了/ul 该/r 项目/n 《/x 施工/vn 总/b 承包合同/n 》/x ,/x 具体情况/l 如下/t :/x
16856676	公司于2017年11月2日与贵州高速集团签订了《贵州省余庆至安龙高速公路罗甸至望谟段机电工程(隧道机电)施工总承包合同》,合同约定由公司承担余庆至安龙高速公路罗甸至望谟段全线交通机电(监控、通信、收费)三大系统项目、隧道机电(含消防,隧道)施工,合同金额为人民币349,860,000元	公司/n 于/p 2017/m 年/m 11/m 月/m 2/m 日/m 与/p 贵州/ns 高速/d 集团/n 签订/v 了/ul 《/x 贵州省/ns 余庆/nr 至/p 安龙/nr 高速公路/n 罗甸/ns 至/p 望谟/nr 段/q 机电工程/n (/x 隧道/n 机电/n )/x 施工/vn 总/b 承包合同/n 》/x ,/x 合同/a 约定/v 由/p 公司/n 承担/v 余庆/nr 至/p 安龙/nr 高速公路/n 罗甸/ns 至/p 望谟/nr 段/q 全线/n 交通/n 机电/n (/x 监控/vn 、/x 通信/j 、/x 收费/n )/x 三大/j 系统/n 项目/n 、/x 隧道/n 机电/n (/x 含/v 消防/n ,/x 隧道/n )/x 施工/vn ,/x 合同/a 金额/n 为/p 人民币/n 349/m ,/x 860/m ,/x 000/m 元/m
16856676	2、备查文件:《贵州省余庆至安龙高速公路罗甸至望谟段机电工程(隧道机电)施工总承包合同》	2/x 、/x 备查/vn 文件/n :/x 《/x 贵州省/ns 余庆/nr 至/p 安龙/nr 高速公路/n 罗甸/ns 至/p 望谟/nr 段/q 机电工程/n (/x 隧道/n 机电/n )/x 施工/vn 总/b 承包合同/n 》/x
206673	2010年7月13日,公司控股子公司中国轻工业武汉设计工程有限责任公司(以下简称“武汉公司”)与关联企业中国轻工业对外经济技术合作公司(以下简称“中轻对外”)就马里新糖联项目签订《马里新糖联项目(农业部分)承包合同》	2010/m 年/m 7/m 月/m 13/m 日/m ,/x 公司/n 控股/v 子公司/n 中国/ns 轻工业/n 武汉/ns 设计/vn 工程/n 有限责任/l 公司/n (/x 以下/f 简称/v “/x 武汉/ns 公司/n ”/x )/x 与/p 关联/ns 企业/n 中国/ns 轻工业/n 对外/s 经济/n 技术/n 合作/vn 公司/n (/x 以下/f 简称/v “/x 中轻/n 对外/s ”/x )/x 就/d 马里/q 新糖联/nt 项目/n 签订/v 《/x 马里/q 新糖联/nt 项目/n (/x 农业/n 部分/n )/x 承包合同/n 》/x
206673	武汉公司遵照公平、公正的市场原则,拟与中轻对外签订《补充合同-3、4》,合同金额分别是人民币350万元和997.6万元,总计人民币1347.6万元	武汉/ns 公司/n 遵照/v 公平/n 、/x 公正/nr 的/uj 市场/n 原则/n ,/x 拟/v 与/p 中/f 轻/d 对外/s 签订/v 《/x 补充/v 合同/a -/x 3/x 、/x 4/x 》/x ,/x 合同/a 金额/n 分别/d 是/v 人民币/n 350/m 万元/m 和/c 997.6/m 万元/m ,/x 总计/n 人民币/n 1347.6/m 万元/m
206673	截止本次董事会召开日,公司累计与关联人中轻对外签署且正在履行的合同总金额为人民币92,668.46万元,分别系公司控股80%的子公司中国轻工业成都设计工程有限公司下属全资子公司成都海诚建设监理有限公司与中轻对外签署的《马里新糖联项目(工业部分)委托监理合同》,控股80%的子公司中国轻工业广州设计工程有限公司与中轻对外签署的《马里新糖联项目(工业部分)承包合同》,控股80%的子公司武汉公司与中轻对外签署的《马里新糖联项目(农业部分)承包合同》以及相关补充协议	截止/v 本次/r 董事会/n 召开/v 日/m ,/x 公司/n 累计/v 与/p 关联/ns 人/n 中/f 轻/d 对外/s 签署/v 且/zg 正在/t 履行/v 的/uj 合同/a 总金额/n 为/p 人民币/n 92/m ,/x 668.46/m 万元/m ,/x 分别/d 系/v 公司/n 控股/v 80/m %/x 的/uj 子公司/n 中国/ns 轻工业/n 成都/ns 设计/vn 工程/n 有限公司/n 下属/v 全资/n 子公司/n 成都/ns 海诚/nr 建设/vn 监理/vn 有限公司/n 与/p 中/f 轻/d 对外/s 签署/v 的/uj 《/x 马里/q 新糖联/nt 项目/n (/x 工业/n 部分/n )/x 委托/n 监理/vn 合同/a 》/x ,/x 控股/v 80/m %/x 的/uj 子公司/n 中国/ns 轻工业/n 广州/ns 设计/vn 工程/n 有限公司/n 与/p 中/f 轻/d 对外/s 签署/v 的/uj 《/x 马里/q 新糖联/nt 项目/n (/x 工业/n 部分/n )/x 承包合同/n 》/x ,/x 控股/v 80/m %/x 的/uj 子公司/n 武汉/ns 公司/n 与/p 中/f 轻/d 对外/s 签署/v 的/uj 《/x 马里/q 新糖联/nt 项目/n (/x 农业/n 部分/n )/x 承包合同/n 》/x 以及/c 相关/v 补充协议/n
252540	2、公司在2009年3月与该业主签订了《舟山市定海区金塘北部区域开发建设项目沥港渔港建设工程I标施工合同》,合同金额20,012.10万元	2/x 、/x 公司/n 在/p 2009/m 年/m 3/m 月/m 与/p 该/r 业主/n 签订/v 了/ul 《/x 舟山市/ns 定海区/ns 金塘/nr 北部/f 区域开发/n 建设项目/n 沥港/n 渔港/n 建设工程/n I/eng 标/n 施工/vn 合同/a 》/x ,/x 合同/a 金额/n 20/m ,/x 012.10/m 万元/m
1407180	2008年4月10日,中材科技股份有限公司(以下简称“公司”或“本公司”)之子公司中材科技风电叶片股份有限公司(以下简称“中材叶片)与新疆金风科技股份有限公司(以下简称“金风科技”)签订了有关风力发电机组叶片的供货合同	2008/m 年/m 4/m 月/m 10/m 日/m ,/x 中/f 材/zg 科技股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x 或/c “/x 本/r 公司/n ”/x )/x 之/u 子公司/n 中/f 材/zg 科技/n 风电/n 叶片/n 股份/n 有限公司/n (/x 以下/f 简称/v “/x 中/f 材/zg 叶片/n )/x 与/p 新疆/ns 金风/n 科技股份/n 有限公司/n (/x 以下/f 简称/v “/x 金风/n 科技/n ”/x )/x 签订/v 了/ul 有关/vn 风力/n 发电机组/n 叶片/n 的/uj 供货/n 合同/a
20400828	近日,厦门万里石股份有限公司就该项目与客户单位分别签署合同如下:合同一:与中建五局装饰幕墙有限公司签署《石材采购合同》,合同金额暂	近日/t ,/x 厦门/ns 万里/m 石/n 股份/n 有限公司/n 就/d 该/r 项目/n 与/p 客户/n 单位/n 分别/d 签署/v 合同/a 如下/t :/x 合同/a 一/m :/x 与/p 中建/ns 五局/j 装饰/n 幕墙/n 有限公司/n 签署/v 《/x 石材/n 采购/v 合同/a 》/x ,/x 合同/a 金额/n 暂/d
20400828	合同二:与中建八局第二建设有限公司签署《物资采购与供应合同》,合同金额暂定7,231,992.87元(含税);	合同/a 二/m :/x 与/p 中建/ns 八局/n 第二/m 建设/vn 有限公司/n 签署/v 《/x 物资/n 采购/v 与/p 供应/vn 合同/a 》/x ,/x 合同/a 金额/n 暂定/d 7/x ,/x 231/m ,/x 992.87/m 元/m (/x 含税/n )/x ;/x
20400828	合同四:与浙江亚厦装饰股份有限公司签署《建材产品购销合同》,合同金额暂定24,050,618.25元(含税)	合同/a 四/m :/x 与/p 浙江/ns 亚厦/ns 装饰/n 股份/n 有限公司/n 签署/v 《/x 建材/n 产品/n 购销/v 合同/a 》/x ,/x 合同/a 金额/n 暂定/d 24/m ,/x 050/m ,/x 618.25/m 元/m (/x 含税/n )/x
20400828	1.厦门万里石股份有限公司与中建五局装饰幕墙有限公司签署的《石材采购合同》;	1./m 厦门/ns 万里/m 石/n 股份/n 有限公司/n 与/p 中建/ns 五局/j 装饰/n 幕墙/n 有限公司/n 签署/v 的/uj 《/x 石材/n 采购/v 合同/a 》/x ;/x
20400828	2.厦门万里石股份有限公司与中建八局第二建设有限公司签署的《物资采购与供应合同》;	2./m 厦门/ns 万里/m 石/n 股份/n 有限公司/n 与/p 中建/ns 八局/n 第二/m 建设/vn 有限公司/n 签署/v 的/uj 《/x 物资/n 采购/v 与/p 供应/vn 合同/a 》/x ;/x
20400828	3.厦门万里石股份有限公司与深圳市建筑装饰(集团)有限公司签署的《物资采购与供应合同》;	3./m 厦门/ns 万里/m 石/n 股份/n 有限公司/n 与/p 深圳市/ns 建筑/n 装饰/n (/x 集团/n )/x 有限公司/n 签署/v 的/uj 《/x 物资/n 采购/v 与/p 供应/vn 合同/a 》/x ;/x
20400828	4.厦门万里石股份有限公司与浙江亚厦装饰股份有限公司签署的《建材产品购销合同》;	4./m 厦门/ns 万里/m 石/n 股份/n 有限公司/n 与/p 浙江/ns 亚厦/ns 装饰/n 股份/n 有限公司/n 签署/v 的/uj 《/x 建材/n 产品/n 购销/v 合同/a 》/x ;/x
19971661	近日,上海城地建设股份有限公司(以下简称“公司”)与宁波穗华置业有限公司(以下简称“交易对方”)签署了《奉化国际滨海旅游健康小镇项目首期三标段灌注桩工程施工合同》,合计合同金额人民币99,472,978.40元(大写:玖仟玖佰肆拾柒万贰仟玖佰柒拾捌圆肆角)(含税)	近日/t ,/x 上海/ns 城地/n 建设/vn 股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x )/x 与/p 宁波/ns 穗华/nz 置业/n 有限公司/n (/x 以下/f 简称/v “/x 交易/n 对方/n ”/x )/x 签署/v 了/ul 《/x 奉化/v 国际/n 滨海/ns 旅游/vn 健康/a 小镇/nr 项目/n 首期/t 三/m 标段/n 灌注桩/n 工程施工/n 合同/a 》/x ,/x 合计/vn 合同/a 金额/n 人民币/n 99/m ,/x 472/m ,/x 978.40/m 元/m (/x 大写/n :/x 玖/m 仟/m 玖/m 佰/m 肆拾/v 柒万/m 贰仟/m 玖/m 佰/m 柒/m 拾/v 捌/m 圆肆/a 角/n )/x (/x 含税/n )/x
19971661	1.《奉化国际滨海旅游健康小镇项目首期三标段灌注桩工程施工合同》	1./m 《/x 奉化/v 国际/n 滨海/ns 旅游/vn 健康/a 小镇/nr 项目/n 首期/t 三/m 标段/n 灌注桩/n 工程施工/n 合同/a 》/x
39336	2011年4月26日,公司与江苏协鑫硅材料科技发展有限公司签署了《江苏协鑫硅材料科技发展有限公司切片项目工程多晶铸锭炉采购合同》,合同总金额合计64,900.00万元(含税)	2011/m 年/m 4/m 月/m 26/m 日/m ,/x 公司/n 与/p 江苏/ns 协鑫硅/nz 材料/n 科技/n 发展/vn 有限公司/n 签署/v 了/ul 《/x 江苏/ns 协鑫硅/nz 材料/n 科技/n 发展/vn 有限公司/n 切片/n 项目/n 工程/n 多晶/nrt 铸锭/n 炉/zg 采购/v 合同/a 》/x ,/x 合同/a 总金额/n 合计/vn 64/m ,/x 900.00/m 万元/m (/x 含税/n )/x
39336	2010年11月11日,公司与江苏宏宝光电科技有限公司签署了《多晶硅铸锭炉销售合同》,合同总金额为10,600.00万元(含税)	2010/m 年/m 11/m 月/m 11/m 日/m ,/x 公司/n 与/p 江苏/ns 宏宝/nz 光电/j 科技/n 有限公司/n 签署/v 了/ul 《/x 多晶硅/nz 铸锭/n 炉/zg 销售/vn 合同/a 》/x ,/x 合同/a 总金额/n 为/p 10/m ,/x 600.00/m 万元/m (/x 含税/n )/x
791610	2013年4月22日,成都利君实业股份有限公司(以下简称“公司”、“本公司”或“供方”)与阿拉善盟德晟冶金炉料有限公司(以下简称“德晟冶金”或“需方”)签署了《高压辊磨机铁矿石终粉麻系统成套采购合同》、《高压辊磨机铁矿石终粉麻系统成套技术协议》(以下统称“本合同”或“本交易”),合同金额17,000万元	2013/m 年/m 4/m 月/m 22/m 日/m ,/x 成都/ns 利君/nr 实业/n 股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x 、/x “/x 本/r 公司/n ”/x 或/c “/x 供方/n ”/x )/x 与/p 阿拉善盟/ns 德晟/nr 冶金/n 炉料/n 有限公司/n (/x 以下/f 简称/v “/x 德晟/nr 冶金/n ”/x 或/c “/x 需方/n ”/x )/x 签署/v 了/ul 《/x 高压/n 辊/n 磨机/n 铁矿石/n 终粉/n 麻/n 系统/n 成套/a 采购/v 合同/a 》/x 、/x 《/x 高压/n 辊/n 磨机/n 铁矿石/n 终粉/n 麻/n 系统/n 成套/a 技术/n 协议/n 》/x (/x 以下/f 统称/v “/x 本合同/n ”/x 或/c “/x 本/r 交易/n ”/x )/x ,/x 合同/a 金额/n 17/m ,/x 000/m 万元/m
791610	1、《高压辊磨机铁矿石终粉麻系统成套采购合同》;	1/x 、/x 《/x 高压/n 辊/n 磨机/n 铁矿石/n 终粉/n 麻/n 系统/n 成套/a 采购/v 合同/a 》/x ;/x
16941316	北京三联虹普新合纤技术服务股份有限公司(以下简称“三联虹普”或“公司”)近期与浙江方圆聚合纤有限公司(以下简称“方圆”)签署了《锦纶6聚合项目合同》,合同金额为15,490万元,占公司2016年度经审计营业收入的62.61%	北京/ns 三联/ns 虹普/ns 新/ns 合纤/n 技术/n 服务/vn 股份/n 有限公司/n (/x 以下/f 简称/v “/x 三联/ns 虹普/ns ”/x 或/c “/x 公司/n ”/x )/x 近期/t 与/p 浙江/ns 方圆/n 聚合/v 纤/n 有限公司/n (/x 以下/f 简称/v “/x 方圆/n ”/x )/x 签署/v 了/ul 《/x 锦纶/n 6/x 聚合/v 项目/n 合同/a 》/x ,/x 合同/a 金额/n 为/p 15/m ,/x 490/m 万元/m ,/x 占/v 公司/n 2016/m 年度/n 经/n 审计/v 营业/n 收入/v 的/uj 62.61/m %/x
16941316	公司于2011年与方圆签署了《锦纶6聚合设备供货及技术服务合同》,总金额8,300万元,于2013年确认收入完成	公司/n 于/p 2011/m 年/m 与/p 方圆/n 签署/v 了/ul 《/x 锦纶/n 6/x 聚合/v 设备/vn 供货/n 及/c 技术/n 服务/vn 合同/a 》/x ,/x 总金额/n 8/x ,/x 300/m 万元/m ,/x 于/p 2013/m 年/m 确认/v 收入/v 完成/v
460083	近日,公司与平顶山姚孟第二发电有限公司签订了2×600MW超临界机组烟气脱硫合同,合同总金额为24363.15万元	近日/t ,/x 公司/n 与/p 平顶山/ns 姚孟/nr 第二/m 发电/vn 有限公司/n 签订/v 了/ul 2/m ×/x 600/m MW/eng 超临界/nz 机组/n 烟气/n 脱硫/v 合同/a ,/x 合同/a 总金额/n 为/p 24363.15/m 万元/m
1087616	1、2013年12月18日,武汉东湖高新集团股份有限公司(以下简称“公司”)与中国农业银行股份有限公司义马市支行(以下简称“农行义马市支行”)签署了《贷款重组借款合同》,承接全资子公司义马环保电力有限公司(以下简称“义马环保”)所欠中国农业银行股份有限公司义马市支行33,000万元借款	1/x 、/x 2013/m 年/m 12/m 月/m 18/m 日/m ,/x 武汉/ns 东湖/ns 高新/d 集团股份/nz 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x )/x 与/p 中国农业银行/nt 股份/n 有限公司/n 义马市/ns 支行/v (/x 以下/f 简称/v “/x 农行/j 义马市/ns 支行/v ”/x )/x 签署/v 了/ul 《/x 贷款/n 重组/vn 借款/n 合同/a 》/x ,/x 承接/v 全资/n 子公司/n 义马/n 环保/j 电力/n 有限公司/n (/x 以下/f 简称/v “/x 义马/n 环保/j ”/x )/x 所欠/n 中国农业银行/nt 股份/n 有限公司/n 义马市/ns 支行/v 33/m ,/x 000/m 万元/m 借款/n
16900437	近日,华电重工股份有限公司(以下简称“公司”)与河北建投海上风电有限公司签署了《唐山乐亭菩提岛海上风电场300兆瓦示范工程单桩风机基础施工合同》,合同金额约为4.34亿元人民币,合同范围为唐山乐亭菩提岛海上风电场300兆瓦示范工程的39台风机单桩基础土建和金属结构安装工程	近日/t ,/x 华电/nz 重工/vn 股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x )/x 与/p 河北/ns 建投/j 海上/s 风电/n 有限公司/n 签署/v 了/ul 《/x 唐山/nr 乐亭/nr 菩提/n 岛/n 海上/s 风电场/n 300/m 兆瓦/q 示范/v 工程/n 单桩/n 风机/n 基础/n 施工/vn 合同/a 》/x ,/x 合同/a 金额/n 约/d 为/p 4.34/m 亿元/m 人民币/n ,/x 合同/a 范围/n 为/p 唐山/nr 乐亭/nr 菩提/n 岛/n 海上/s 风电场/n 300/m 兆瓦/q 示范/v 工程/n 的/uj 39/m 台风/ns 机单/n 桩基础/n 土建/ns 和/c 金属结构/n 安装/v 工程/n
16900437	1、《唐山乐亭菩提岛海上风电场300兆瓦示范工程单桩风机基础施工合同》	1/x 、/x 《/x 唐山/nr 乐亭/nr 菩提/n 岛/n 海上/s 风电场/n 300/m 兆瓦/q 示范/v 工程/n 单桩/n 风机/n 基础/n 施工/vn 合同/a 》/x
16298668	北京三聚环保新材料股份有限公司(以下简称“公司”或“甲方”)与孝义市福孝化工有限公司(以下简称“福孝化工”或“乙方”)依照《中华人民共和国合同法》及其它有关法律、行政法规的有关规定,遵循平等互利、友好合作和诚实信用的原则,于今日签订了《项目合作协议》(以下简称“本协议”),双方将合作建设“90万吨/年焦油深加工综合利用项目”(以下简称“本项目”或“项目”),本项目的总价款约为人民币556,600万元	北京/ns 三聚/nz 环保/j 新/a 材料/n 股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x 或/c “/x 甲方/n ”/x )/x 与/p 孝义市/ns 福孝/nr 化工/n 有限公司/n (/x 以下/f 简称/v “/x 福孝/nr 化工/n ”/x 或/c “/x 乙方/n ”/x )/x 依照/p 《/x 中华人民共和国/ns 合同法/n 》/x 及其/c 它/r 有关/vn 法律/n 、/x 行政/n 法规/n 的/uj 有关/vn 规定/n ,/x 遵循/v 平等互利/l 、/x 友好合作/a 和/c 诚实信用/l 的/uj 原则/n ,/x 于/p 今日/t 签订/v 了/ul 《/x 项目/n 合作/vn 协议/n 》/x (/x 以下/f 简称/v “/x 本/r 协议/n ”/x )/x ,/x 双方/n 将/d 合作/vn 建设/vn “/x 90/m 万吨/m //x 年/m 焦油/n 深加工/nt 综合利用/l 项目/n ”/x (/x 以下/f 简称/v “/x 本/r 项目/n ”/x 或/c “/x 项目/n ”/x )/x ,/x 本/r 项目/n 的/uj 总/n 价款/n 约/d 为/p 人民币/n 556/m ,/x 600/m 万元/m
