20	圣马克在威尼斯的钟楼倒塌。	161	1902 July 14
20	在澳大利亚卧龙岗的一次爆炸中，有100名矿工死亡。	162	1902 August 1
38	爱德华七世被加冕为英国国王。	163	1902 August 9
23	西奥多·罗斯福（Theodore Roosevelt）成为第一位乘坐汽车的美国总统，当时他乘坐康涅狄格州哈特福德市的哥伦比亚电力维多利亚公司。	164	1902 August 22
41	圣女贞德雕像在Saint-Pierre-le-MoÕÔtétier展出。	165	1902 August 24
44	第一个Borstal（青少年犯罪机构）在英国肯特郡的Borstal开业	166	1902 October 16
35	利奥波德二世国王在布鲁塞尔遭遇袭击。	167	1902 November
26	河内展览在越南开幕。	168	1902 November 15
34	尼罗河上的第一座阿斯旺大坝已经完工。	169	1902 December 10
29	Torgovo-Telegrafnue Agenstvo作为俄罗斯新闻社TASS的前身，正式在俄罗斯圣彼得堡成立。	170	1902 December 17
38	爱德华七世被宣布为印度皇帝。	171	1903 January 1
44	波多黎各的El Yunque国家森林成为美国国家森林系统的一部分，作为Luquillo森林保护区。	172	1903 January 17
2	1903年的奥克斯纳德罢工成为美国历史上第一次由不同种族的成员组成的工会。	173	1903 February 11
22	委内瑞拉危机：在华盛顿同意仲裁后，英国，德国和意大利与委内瑞拉达成和解，从而产生了华盛顿议定书。始于1902年的海上封锁将结束。	174	1903 February 13
29	在纽约市，第一家专门为女性准备的玛莎华盛顿酒店开业。	175	1903 March 2
18	英国海军部宣布计划在Rosyth建造一个海军基地。	176	1903 March 3
41	BeÕeiktaÕéJK多功能运动俱乐部成立于奥斯曼帝国。	177	1903 March 4
34	奥斯曼帝国与德意志帝国签署协议，建造君士坦丁堡__巴格达铁路。	178	1903 March 5
41	波多黎各大学成立。	179	1903 March 12
40	Atletico Madrid是一家着名的职业足球俱乐部，正式在西班牙成立。	180	1903 April 26
7	阿尔伯塔省弗兰克市的一次3000万立方米的山体滑坡造成70-90人死亡。	181	1903 April 29
7	"曼齐克特7.0级地震影响了土耳其东部地区，造成3,500人死亡。"	182	1903 April 29
35	领导马其顿保加利亚革命的戈瑟德尔切夫在与土耳其军队的小规模冲突中丧生。	183	1903 May 4
34	保加利亚布尔加斯港开业。	184	1903 May 18
38	塞尔维亚国王AlexanderObrenovi_ŠÎÕ和Queen Draga在黑手（Crna Ruka）组织的贝尔格莱德被暗杀。	185	1903 June 11 (May 29 O.S.)
6	俄勒冈州的赫普纳镇几乎被云层破坏所摧毁，导致一场大洪水，造成约238人死亡。	186	1903 June 14
25	首次举办环法自行车赛;莫里斯加林赢了。	187	1903 July 1????_??19
31	英国接管了富拉尼帝国。	188	1903 July 7
27	芝加哥的Ernst Pfenning博士成为福特A型车的第一位车主。	189	1903 July 23
20	美国Cartridge公司杂志的爆炸摧毁了70所房屋，造成马萨诸塞州Tewksbury的22名居民死亡。	190	1903 July 29
2	由秘密马其顿 - 阿德里安堡革命组织组织的Ilinden_ÑÕ-Preobrazhenie起义在马其顿和阿德里安堡的奥斯曼省爆发。	191	1903 August 2
31	KruÕevo共和国在奥斯曼马其顿宣布;它在10天后被压碎了。	192	1903 August 3
23	教皇庇护十世接替教皇利奥十三世，成为第257位教皇。	193	1903 August 4
5	在Crowns的巴黎Mestro火车火灾导致84人死亡。	194	1903 August 10
32	德克萨斯州圣马科斯的德克萨斯州立大学开设了西南德克萨斯师范学校。	195	1903 September
25	第一次股票汽车活动在密尔沃基英里举行。	196	1903 September 11
23	约瑟夫张伯伦辞去英国殖民地秘书职务，以公开竞选帝国偏好。	197	1903 September 14
32	GrÕÔë_mioFoot-Ball Porto Alegrense成立于巴西阿雷格里港。	198	1903 September 15
23	埃德蒙·巴顿辞去澳大利亚总理的职务，由阿尔弗雷德·迪肯继任。	199	1903 September 24
20	位于弗吉尼亚州丹维尔附近的Stillhouse Trestle的旧97快速邮件火车残骸造成11人丧生并激发民谣。	200	1903 September 27
44	"弗兰克·尼尔森·科尔（Frank Nelson Cole）在每个星期天尝试了3年之后证明267-1是复合的，因为它是193,707,721 * 761,838,257,287。"	201	1903 October
26	第一个现代世界系列赛：波士顿红袜队在8场比赛中击败了匹兹堡海盗队。	202	1903 October 1-13
17	澳大利亚高等法院首次出席。	203	1903 October 6
31	在美国的鼓励下，巴拿马宣称自己独立于哥伦比亚。	204	1903 November 3
11	美国承认巴拿马的独立。	205	1903 November 13
32	俄罗斯社会民主工党分为两组：布尔什维克（俄语为“多数”）和孟什维克语（俄语为“少数民族”）。	206	1903 November 17
11	Hay_ÑÕ_Bunau-Varilla条约由美国和巴拿马签署，赋予美国对巴拿马运河区的专有权。	207	1903 November 18
27	印度孟买的Taj Mahal Palace Hotel酒店向客人敞开大门。	208	1903 December 16
19	奥维尔赖特驾驶一架带有汽油发动机的飞机在北卡罗来纳州的基蒂霍克（Kitty Hawk）进行首次记录，成功，控制，动力，重于空气的飞行。	209	1903 December 17
5	芝加哥易洛魁剧院的火灾导致600人死亡。	210	1903 December 30
41	建立遇险信号CQD，仅在2年后被SOS替换。	211	1904 January 7
34	黑石图书馆是专门的，标志着芝加哥公共图书馆系统的开始。	212	1904 January 8
27	亨利福特创造了91.37英里/小时（147.05公里/小时）的新车速。	213	1904 January 12
25	美国首次大型健美比赛在纽约麦迪逊广场花园举行。	214	1904 January 16
2	德国西南非的赫雷罗叛乱开始了。	215	1904 January 18
5	"ÕÔÕ_of火灾摧毁了挪威ÕÔ¨_lesund镇的大部分建筑物，大约有10,000人没有住所。"	216	1904 January 23
1	亚瑟港之战：日本海军对满洲里亚瑟港（LÕÔhshun）的海啸袭击开始了日俄战争。	217	1904 February 8????_??9
35	罗杰·凯斯门特在刚果发表了他对比利时暴行的描述。	218	1904 February 10
41	Puccini的歌剧“Madama Butterfly”以日本的美国关系为背景主题，在米兰的斯卡拉歌剧院首演，并未获得好评。 5月28日，修订版在布雷西亚开幕，取得了巨大成功。	219	1904 February 17
44	1000万美元，美国控制了巴拿马运河区。	220	1904 February 23
23	德国皇帝威廉二世成为第一个使用托马斯爱迪生的圆筒进行政治录制文件的人。	221	1904 March 3
1	日俄战争：朝鲜的俄罗斯军队向满洲撤退，随后是10万日军。	222	1904 March 4
2	8万名示威者齐聚伦敦海德公园，抗议英国政府向南非输入中国劳工。	223	1904 March 26
35	约瑟夫·史密斯宣布了耶稣基督后期圣徒教会大会的第二份宣言，实际上结束了许多领导人继续实行的复数婚姻的做法，这违反了1890年的宣言正式禁止这种做法。	224	1904 April 6
22	Entente Cordiale由英国和法国签署。	225	1904 April 8
41	曼哈顿中城的Longacre广场在纽约时报之后更名为时代广场。	226	1904 April 8
41	Aleister Crowley开始撰写Liber Al vel立法，更为人所知的是The Book of the Law，这是Thelema的核心文本（他于4月10日完成了这项任务）。	227	1904 April 8
5	大多伦多大火摧毁了该市中心的大部分地区，但没有死亡事故。	228	1904 April 19
42	在Chris Watson领导下，澳大利亚工党成为第一个获得国家政府的政党。	229	1904 April 27
34	美国陆军工程师开始在巴拿马运河上工作。	230	1904 May 4
40	德国足球俱乐部FC Schalke 04成立。	231	1904 May 4
41	波士顿美国人赛扬在费城田径运动中投入了现代棒球时代的第一场完美比赛。	232	1904 May 5
1	英国对西藏的远征：数百名西藏人袭击了长白的英军营地，并在被优质武器击败之前保持了一段时间的优势，至少失去了200名男子。	233	1904 May 5
34	英格兰西部大铁路3700 Class 3440特鲁罗市成为第一个超过100英里/小时（可能）的铁路机车。	234	1904 May 9
40	国际足联国际足球联合会成立。	235	1904 May 21
40	国际妇女联盟成立。	236	1904 June 3
41	爱尔兰作家詹姆斯乔伊斯遇见了他未来的妻子诺拉巴纳特。	237	1904 June 10
5	"在纽约市东河的斯洛克姆将军火上烧火，造成1,021人死亡。"	238	1904 June 15
35	Eugen Schauman暗杀芬兰总督尼古拉·博比里科夫。	239	1904 June 16
41	詹姆斯乔伊斯和诺拉巴纳特一起走向林森德;他后来用这个日期（Bloomsday）作为他的小说“尤利西斯”的背景。	240	1904 June 16
20	丹麦远洋班轮SS Norge搁浅并靠近Rockall，造成635人死亡，其中包括225名挪威移民。	241	1904 June 28
41	喀山圣母的原始图标被盗，随后在俄罗斯被摧毁。	242	1904 June 28
40	英国足球俱乐部Hull City AFC成立。	243	1904 June 28
41	英国对西藏的远征：弗朗西斯·杨赫斯本上校的英国探险队带领西藏拉萨。	244	1904 August 3
3	沃特伯格之战：Lothar von Trotha击败了德国西南非的赫雷罗人，并将他们带入奥马赫克沙漠，开始了赫雷罗和纳马夸种族灭绝。	245	1904 August 11
35	伊斯梅尔蒙特斯成为玻利维亚总统。	246	1904 August 14
1	日俄战争：日本步兵指控未能接纳亚瑟港。	247	1904 August 17
35	克里斯沃森辞去澳大利亚总理职务，由乔治里德继任。	248	1904 August 18
41	从不列颠哥伦比亚省维多利亚西岸出发，经过3年的航行，这艘被操纵的独木舟Tilikum驶入英格兰的泰晤士河。	249	1904 September 2
22	英国对西藏的远征：达赖喇嘛与弗朗西斯·杨赫斯本上校签署了“英藏条约”。	250	1904 September 7
35	耶稣基督后期圣徒教会主席约瑟夫·史密斯发表了反对一夫多妻制的第二份宣言。	251	1904 September 25
40	Phi Delta Epsilon是国际医学界，由Aaron Brown和他的8位朋友在康奈尔大学医学院创立。	252	1904 October 1
40	瑞典足球俱乐部IFKGÕÔë_teborg成立，成为第39届IFK协会。	253	1904 October 4
40	Alpha Kappa Psi是一位男女混合的专业商业联盟，成立于纽约大学校园内。	254	1904 October 5
41	德国记者安娜·瑞拉林在柏林科学人道主义委员会的一次演讲中，首次公开声明了女同性恋者面临的社会法律问题。	255	1904 October 9
40	Theta Tau是一家专业的工程联盟，在明尼阿波利斯的明尼苏达大学成立。	256	1904 October 15
40	菲律宾理工大学由马尼拉商学院成立，通过美国CA O&#39;Reilley的监督。	257	1904 October 19
41	日俄战争_Ñ··Dogger Bank事件：俄罗斯波罗的海舰队向英国拖网渔船开火，它在北海发生了日本鱼雷船的错误。	258	1904 October 21
34	纽约市地铁的第一条地铁线开通。	259	1904 October 27
43	美国总统大选，1904年：共和党现任总统西奥多·罗斯福击败民主党人奥尔顿·B·帕克。	260	1904 November 8
41	位于英属南大西洋岛屿南乔治亚岛的Grytviken定居点由挪威船长卡尔安东拉森建立，作为他的CompaÕÔë±ÕÔ_阿根廷de Pesca的捕鲸站。	261	1904 November 16
19	英国工程师John Ambrose Fleming获得了热电子管（真空管）的专利。	262	1904 November 16
2	圣彼得堡苏维埃敦促银行挤兑;企图失败，执行委员会被捕。	263	1904 December 2
19	Charles Dillon Perrine在加利福尼亚的Lick天文台发现了木星最大的不规则卫星Himalia。	264	1904 December 3
42	KU或Konservativ Ungdom（Young Conservatives）由丹麦的Carl F. Herman von Rosen创立。	265	1904 December 4
35	西奥多·罗斯福宣布他对门罗主义的“推论”，指出如果拉丁美洲政府证明无能或不稳定，美国将介入西半球。	266	1904 December 6
40	Pi Kappa Phi兄弟会成立于南卡罗来纳州查尔斯顿的查尔斯顿学院。	267	1904 December 10
41	舞台剧“彼得潘”，或者“不会长大的男孩”在伦敦首映。	268	1904 December 27
34	东波士顿隧道开放。	269	1904 December 30
34	跨西伯利亚铁路于1904年7月21日竣工后正式开通。	270	1905 January 1
1	日俄战争：俄罗斯军队在清朝中国的亚瑟港投降。	271	1905 January 2
41	剧本The Scarlet Pimpernel在伦敦新剧院开幕，开始了122场表演和众多复兴。	272	1905 January 5
3	由俄罗斯东正教神父Gapon领导的圣彼得堡冬宫的血腥星期日屠杀和平俄罗斯示威者，有助于引发1905年的流产革命。	273	1905 January 22 (January 9 O.S.)
2	（1月13日OS）1905年的俄国革命：俄罗斯帝国军队向利沃尼亚省里加的示威者开火，造成73人死亡，200人受伤。	274	1905 January 26
41	Cullinan钻石位于南非比勒陀利亚附近的Premier Mine。	275	1905 January 26
41	在新西兰的基督城，圣母大教堂开放。	276	1905 February 12
20	在爱尔兰的Haulbowline基地，由于加油后的汽油烟雾导致HM Submarine A5发生两次爆炸，造成十一名机组人员死亡。	277	1905 February 16
20	在澳大利亚弗里曼特尔，RMS Orizaba遇难，但所有160名乘客和邮件都得到了保存。	278	1905 February 17
1	日俄战争：沉阳战役始于满洲里。	279	1905 February 20
