8	有限公司	O
9	(	O
10	以下	O
11	简称	O
12	“	O
13	公司	O
14	”	O
15	)	O
16	与	O
17	恒	I-PER
18	逸	I-PER
19	实业	I-PER
20	(	I-PER
21	文莱	I-PER
22	)	I-PER
23	有限公司	I-PER
24	签订	O
25	了	O
26	《	O
27	恒	O
28	逸	O
29	(	O
30	文莱	O
31	)	O
32	PMB	O
33	石油化工	O
34	项目	O
35	复合	O
36	空	O
37	冷器	O
38	买卖合同	O
39	》	O
40	(	O
41	以下	O
42	统称	O

1	恒	B-PER
2	逸	I-PER
3	实业	I-PER
4	(	I-PER
5	文莱	I-PER
6	)	I-PER
7	有限公司	I-PER
8	有	O
9	较强	O
10	的	O
11	履约	O
12	能力	O

1	买方	O
2	:	O
3	恒	I-PER
4	逸	I-PER
5	实业	I-PER
6	(	I-PER
7	文莱	I-PER
8	)	I-PER
9	有限公司	I-PER

1	公司	O
2	控股	O
3	子公司	O
4	山东	O
5	永安	O
6	房地产	O
7	开发	O
8	有限公司	O
9	(	O
10	简称	O
11	“	O
12	永安	O
13	房地产	O
14	”	O
15	)	O
16	,	O
17	近期	O
18	拟	O
19	分别	O
20	与	O
21	阳光	O
22	人寿保险	O
23	股份	O
24	有限公司	O
25	(	O
26	简称	O
27	“	O
28	阳光	O
29	人寿	O
30	”	O
31	)	O
32	的	O
33	全资	O
34	子公司	O
35	阳光	I-PER
36	盛和	I-PER
37	(	I-PER
38	济南	I-PER
39	)	I-PER
40	投资	I-PER
41	有限公司	I-PER
42	(	O
43	简称	O
44	“	O
45	阳光	O
46	盛和	O
47	”	O
48	)	O
49	、	O
50	阳光	O
51	财产保险	O
52	股份	O
53	有限公司	O
54	(	O
55	简称	O
56	“	O
57	阳光	O
58	财险	O
59	”	O
60	)	O
61	签署	O
62	商品房	O
63	买卖合同	O
64	,	O
65	出售	O
66	龙奥	O
67	天街	O
68	项目	O
69	主	O
70	办公楼	O
71	部分	O
72	楼层	O
73	商品房	O
74	及	O
75	停车位	O
76	,	O
77	合同	O
78	金额	O
79	分别	O
80	约	O
81	为	O
82	4.6	O
83	亿元	O
84	、	O
85	1.66	O
86	亿元	O
87	,	O
88	合同	O
89	金额	O
90	总计	O
91	约	O
92	为	O
93	人民币	O
94	6.26	O
95	亿元	O

1	近期	O
2	,	O
3	中	O
4	钢	O
5	国际	O
6	工程技术	O
7	股份	O
8	有限公司	O
9	(	O
10	以下	O
11	简称	O
12	“	O
13	公司	O
14	”	O
15	)	O
16	全资	O
17	子公司	O
18	中	O
19	钢	O
20	设备	O
21	有限公司	O
22	与	O
23	TosyaliIronSteelIndustryAlgerieSPA	I-PER
24	公司	I-PER
25	签署	O
26	了	O
27	年产	O
28	400	O
29	万吨	O
30	球团	O
31	项目	O
32	EPC	O
33	总	O
34	承包合同	O
35	,	O
36	项目	O
37	主要	O
38	建设	O
39	内容	O
40	包括	O
41	年产	O
42	400	O
43	万吨	O
44	球团	O
45	厂	O
46	及	O
47	相应	O
48	配套	O
49	公辅	O
50	设施	O
51	的	O
52	设计	O
53	、	O
54	供货	O
55	、	O
56	施工	O
57	、	O
58	试车	O
59	工作	O

1	2012	O
2	年	O
3	1	O
4	月	O
5	10	O
6	日	O
7	,	O
8	本	O
9	公司	O
10	控股	O
11	子公司	O
12	湖南	O
13	永清	O
14	环境	O
15	修复	O
16	有限公司	O
17	(	O
18	原名	O
19	“	O
20	湖南	O
21	永清	O
22	盛世	O
23	环保	O
24	有限公司	O
25	”	O
26	,	O
27	以下	O
28	简称	O
29	“	O
30	永清	O
31	修复	O
32	”	O
33	或	O
34	“	O
35	乙方	O
36	”	O
37	)	O
38	与	O
39	永兴县	I-PER
40	环境保护局	I-PER
41	(	O
42	以下	O
43	简称	O
44	“	O
45	甲方	O
46	”	O
47	)	O
48	签订	O
49	了	O
50	《	O
51	永兴县	O
52	工业	O
53	固体废物	O
54	污染环境	O
55	修复	O
56	技术	O
57	示范	O
58	项目	O
59	承包合同	O
60	》	O
61	(	O
62	以下	O
63	简称	O
64	“	O
65	《	O
66	承包合同	O
67	》	O
68	”	O
69	)	O

1	永兴县	B-PER
2	环境保护局	I-PER
3	最近	O
4	三个	O
5	会计年度	O
6	与	O
7	本	O
8	公司	O
9	发生	O
10	类似	O
11	业务	O
12	的	O
13	金额	O
14	:	O

1	永兴县	B-PER
2	环境保护局	I-PER
3	属于	O
4	政府	O
5	机关	O
6	,	O
7	具有	O
8	较强	O
9	的	O
10	履约	O
11	能力	O
12	,	O
13	与	O
14	我	O
15	公司	O
16	无	O
17	关联	O
18	关系	O

1	2017	O
2	年	O
3	6	O
4	月	O
5	22	O
6	日	O
7	,	O
8	金溪县	I-PER
9	城市	I-PER
10	管理局	I-PER
11	发布	O
12	中标	O
13	候选人	O
14	公示	O
15	,	O
16	确定	O
17	上海	O
18	巴安	O
19	水务	O
20	股份	O
21	有限公司	O
22	(	O
23	以下	O
24	简称	O
25	“	O
26	公司	O
27	”	O
28	)	O
29	全资	O
30	子公司	O
31	江苏	O
32	巴安	O
33	建设工程	O
34	有限公司	O
35	(	O
36	以下	O
37	简称	O
38	“	O
39	巴安	O
40	建设	O
41	”	O
42	)	O
43	与	O
44	江西省	O
45	煤矿	O
46	设计院	O
47	组成	O
48	的	O
49	联合体	O
50	为	O
51	“	O
52	金溪县	O
53	城区	O
54	及	O
55	高新	O
56	园区	O
57	雨	O
58	污水	O
59	管网	O
60	优化	O
61	提升	O
62	建设项目	O
63	工程设计	O
64	施工	O
65	总	O
66	承包	O
67	(	O
68	EPC	O
69	)	O
70	”	O
71	的	O
72	第一	O
73	中标	O
74	候选人	O

1	内蒙古	O
2	蒙草	O
3	生态环境	O
4	(	O
5	集团	O
6	)	O
7	股份	O
8	有限公司	O
9	(	O
10	以下	O
11	简称	O
12	“	O
13	公司	O
14	”	O
15	)	O
16	近期	O
17	参与	O
18	了	O
19	2017	O
20	年	O
21	锡林浩特市	O
22	园林绿化	O
23	工程	O
24	PPP	O
25	项目	O
26	(	O
27	以下	O
28	简称	O
29	“	O
30	本	O
31	项目	O
32	”	O
33	或	O
34	“	O
35	本	O
36	工程	O
37	”	O
38	)	O
39	的	O
40	投标	O
41	,	O
42	该	O
43	项目	O
44	招标	O
45	单位	O
46	为	O
47	锡林浩特市	I-PER
48	园林绿化	I-PER
49	管理局	I-PER
50	,	O
51	根据	O
52	锡林郭勒盟	O
53	政府	O
54	服务	O
55	和	O
56	公共资源	O
57	交易网	O
58	(	O
59	http	O
60	:	O
63	www	O
64	.	O
65	xmzwggzy	O
66	.	O
67	com	O
69	)	O
70	2017	O
71	年	O
72	11	O
73	月	O
74	6	O
75	日	O
76	发布	O
77	的	O
78	《	O
79	2017	O
80	年	O
81	锡林浩特市	O
82	园林绿化	O
83	工程	O
84	PPP	O
85	项目	O
86	公开招标	O
87	中标	O
88	公示	O
89	》	O
90	,	O
91	内蒙古	O
92	蒙草	O
93	生态环境	O
94	(	O
95	集团	O
96	)	O
97	股份	O
98	有限公司	O
99	(	O
100	联合体	O
101	其他	O
102	成员	O
103	为	O
104	:	O
105	金柏	O
106	生态环境	O
107	股份	O
108	有限公司	O
109	)	O
110	为	O
111	预	O
112	成交	O
113	供应商	O
114	,	O
115	具体情况	O
116	如下	O

1	4	O
2	、	O
3	项目	O
4	招标人	O
5	:	O
6	锡林浩特市	I-PER
7	园林绿化	I-PER
8	管理局	I-PER
9	;	O

1	该	O
2	项目	O
3	招标人	O
4	为	O
5	北海市	I-PER
6	城市	I-PER
7	建设	I-PER
8	投资	I-PER
9	发展	I-PER
10	有限公司	I-PER

1	内蒙古	O
2	蒙草	O
3	生态环境	O
4	(	O
5	集团	O
6	)	O
7	股份	O
8	有限公司	O
9	(	O
10	以下	O
11	简称	O
12	“	O
13	公司	O
14	”	O
15	)	O
16	近日	O
17	收到	O
18	科尔沁右翼前旗	I-PER
19	园林管理	I-PER
20	所	I-PER
21	发来	O
22	的	O
23	《	O
24	中标	O
25	通知书	O
26	》	O
27	,	O
28	确认	O
29	公司	O
30	为	O
31	科尔沁右翼前旗	O
32	科尔沁	O
33	镇	O
34	城北	O
35	路	O
36	绿化	O
37	升级	O
38	改造	O
39	工程	O
40	(	O
41	以下	O
42	简称	O
43	“	O
44	本	O
45	项目	O
46	”	O
47	)	O
48	的	O
49	中标人	O

1	3	O
2	、	O
3	项目	O
4	招标人	O
5	:	O
6	科尔沁右翼前旗	I-PER
7	园林管理	I-PER
8	所	I-PER
9	;	O

1	2012	O
2	年	O
3	3	O
4	月	O
5	5	O
6	日	O
7	国家电网	I-PER
8	公司	I-PER
9	电子商务	O
10	平台	O
11	(	O
12	https	O
13	:	O
16	ecp	O
17	.	O
18	sgcc	O
19	.	O
20	com	O
21	.	O
22	cn	O
23	)	O
24	公布	O
25	了	O
26	“	O
27	国家电网	O
28	公司	O
29	输变电	O
30	项目	O
31	2012	O
32	年	O
33	第一批	O
34	线路	O
35	材料	O
36	招标	O
37	活动	O
38	-	O
39	推荐	O
40	的	O
41	中标	O
42	候选人	O
43	公示	O
44	”	O
45	,	O
46	并于	O
47	2012	O
48	年	O
49	3	O
50	月	O
51	8	O
52	日	O
53	公布	O
54	了	O
55	各单项	O
56	中标	O
57	公告	O

1	国家电网	O
2	此次	O
3	招标	O
4	共计	O
5	12	O
6	个	O
7	招标	O
8	项目	O
9	,	O
10	我	O
11	公司	O
12	为	O
13	“	O
14	国家电网	I-PER
15	公司	I-PER
16	输变电	O
17	项目	O
18	500	O
19	(	O
20	330	O
21	)	O
22	kV	O
23	角钢	O
24	塔	O
25	2012	O
26	年	O
27	第一批	O
28	招标	O
29	活动	O
30	(	O
31	招标	O
32	编号	O
33	:	O
34	0711	O
35	-	O
36	12	O
37	OTL00102002	O
38	)	O
39	”	O
40	的	O
41	中标人	O
42	,	O
43	共中	O
44	1	O
45	个	O
46	包	O
47	,	O
48	中标	O
49	角钢	O
50	塔	O
51	合计	O
52	2	O
53	,	O
54	407.56	O
55	吨	O
56	,	O
57	中	O
58	标价	O
59	合计	O
60	人民币	O
61	约	O
62	1	O
63	,	O
64	877.90	O
65	万元	O
66	,	O
67	约	O
68	占	O
69	本	O
70	公司	O
71	2011	O
72	年	O
73	营业	O
74	收入	O
75	的	O
76	4.76	O
77	%	O
78	,	O
79	现	O
80	将	O
81	相关	O
82	情况	O
83	提示	O
84	如下	O
85	:	O

1	国家电网	B-PER
2	公司	I-PER
3	本次	O
4	招标	O
5	共分	O
6	12	O
7	个	O
8	项目	O
9	,	O
10	具体	O
11	招标	O
12	项目	O
13	为	O
14	:	O
15	输变电	O
16	项目	O
17	750	O
18	KV	O
19	角钢	O
20	塔	O
21	、	O
22	输变电	O
23	项目	O
24	500	O
25	(	O
26	330	O
27	)	O
28	KV	O
29	角钢	O
30	塔	O
31	、	O
32	输变电	O
33	项目	O
34	220	O
35	KV	O
36	角钢	O
37	塔	O
38	、	O
39	输变电	O
40	项目	O
41	110	O
42	(	O
43	66	O
44	)	O
45	KV	O
46	角钢	O
47	塔	O
48	、	O
49	输变电	O
50	项目	O
51	110	O
52	(	O
53	66	O
54	)	O
55	KV	O
56	及	O
57	以上	O
58	钢管	O
59	塔	O
60	、	O
61	钢管	O
62	杆	O
63	、	O
64	输变电	O
65	项目	O
66	750	O
67	KV	O
68	导地	O
69	线	O
70	、	O
71	输变电	O
72	项目	O
73	500	O
74	(	O
75	330	O
76	)	O
77	KV	O
78	导地	O
79	线	O
80	、	O
81	输变电	O
82	项目	O
83	220	O
84	KV	O
85	导地	O
86	线	O
87	、	O
88	输变电	O
89	项目	O
90	110	O
91	(	O
92	66	O
93	)	O
94	KV	O
95	导地	O
96	线	O
97	、	O
98	输变电	O
99	项目	O
100	110	O
101	(	O
102	66	O
103	)	O
104	KV	O
105	及	O
106	以上	O
107	绝缘子	O
108	、	O
109	输变电	O
110	项目	O
111	110	O
112	(	O
113	66	O
114	)	O
115	KV	O
116	及	O
117	以上	O
118	光缆	O
119	、	O
120	输变电	O
121	项目	O
122	110	O
123	(	O
124	66	O
125	)	O
126	KV	O
127	及	O
128	以上	O
129	金具	O

1	本次	O
2	中标	O
3	公示	O
4	媒体	O
5	是	O
6	国家电网	I-PER
7	公司	I-PER
8	电子商务	O
9	平台	O
10	,	O
11	招标人	O
12	是	O
13	国家电网	O
14	公司	O
15	,	O
16	详细	O
17	内容	O
18	请	O
19	查看	O
20	国家电网	O
21	公司	O
22	电子商务	O
23	平台	O
24	:	O

1	近日	O
2	,	O
3	华电	O
4	重工	O
5	股份	O
6	有限公司	O
7	(	O
8	以下	O
9	简称	O
10	“	O
11	公司	O
12	”	O
13	)	O
14	与	O
15	东亚	I-PER
16	电力	I-PER
17	(	I-PER
18	无锡	I-PER
19	)	I-PER
20	有限公司	I-PER
21	签署	O
22	了	O
23	《	O
24	东亚	O
25	电力	O
26	(	O
27	无锡	O
28	)	O
29	燃机	O
30	发电	O
31	项目	O
32	机	O
33	岛主	O
34	机设备	O
35	及其	O
36	配套	O
37	辅助	O
38	系统	O
39	供货	O
40	及	O
41	相关	O
42	服务	O
43	合同	O
44	》	O
45	,	O
46	合同	O
47	金额	O
48	78	O
49	,	O
50	140	O
51	万元	O
52	,	O
53	占	O
54	公司	O
55	2015	O
56	年度	O
57	经	O
58	审计	O
59	营业	O
60	收入	O
61	的	O
62	比例	O
63	为	O
64	15.2	O
65	%	O

1	西安	O
2	陕鼓	O
3	动力	O
4	股份	O
5	有限公司	O
6	(	O
7	以下	O
8	简称	O
9	“	O
10	本	O
11	公司	O
12	”	O
13	)	O
14	的	O
15	全资	O
16	子公司	O
17	西安	O
18	陕鼓	O
19	工程技术	O
20	有限公司	O
21	与	O
22	廊坊市	I-PER
23	洸	I-PER
24	远	I-PER
25	金属制品	I-PER
26	有限公司	I-PER
27	(	O
28	以下	O
29	简称	O
30	“	O
31	廊坊	O
32	洸	O
33	远	O
34	”	O
35	)	O
36	于	O
37	2012	O
38	年	O
39	12	O
40	月	O
41	5	O
42	日	O
43	签署	O
44	了	O
45	《	O
46	2	O
47	×	O
48	50	O
49	MW	O
50	节能	O
51	减排	O
52	煤气	O
53	发电	O
54	工程项目	O
55	总	O
56	承包合同	O
57	》	O

1	廊坊市	B-PER
2	洸	I-PER
3	远	I-PER
4	金属制品	I-PER
5	有限公司	I-PER
6	2	O
7	×	O
8	50	O
9	MW	O
10	节能	O
11	减排	O
12	煤气	O
13	发电	O
14	工程项目	O

1	名称	O
2	:	O
3	廊坊市	I-PER
4	洸	I-PER
5	远	I-PER
6	金属制品	I-PER
7	有限公司	I-PER
8	企业	O
9	性质	O
10	:	O
11	有限责任	O
12	公司	O

1	2011	O
2	年	O
3	3	O
4	月	O
5	7	O
6	日	O
7	,	O
8	北京	O
9	世纪	O
10	瑞尔	O
11	技术	O
12	股份	O
13	有限公司	O
14	(	O
15	以下	O
16	简称	O
17	“	O
18	公司	O
19	”	O
20	或	O
21	“	O
22	本	O
23	公司	O
24	”	O
25	)	O
26	收到	O
27	哈大	I-PER
28	铁路	I-PER
29	客运专线	I-PER
30	有限责任	I-PER
31	公司	I-PER
32	(	O
33	以下	O
34	简称	O
35	“	O
36	哈大客	O
37	专	O
38	”	O
39	)	O
40	发来	O
41	的	O
42	中标	O
43	通知书	O
44	,	O
45	本	O
46	公司	O
47	与	O
48	中铁	O
49	电气化	O
50	局	O
51	集团	O
52	有限公司	O
53	(	O
54	以下	O
55	简称	O
56	“	O
57	中铁	O
58	电气化	O
59	局	O
60	”	O
61	)	O
62	组成	O
63	的	O
64	联合体	O
65	,	O
66	中标	O
67	新建	O
68	铁路	O
69	哈尔滨	O
70	至	O
71	大连	O
72	客运专线	O
73	防灾	O
74	安全监控	O
75	系统集成	O
76	FZ	O
77	-	O
78	1	O
79	标段	O
80	(	O
81	以下	O
82	简称	O
83	“	O
84	哈大	O
85	防灾	O
86	项目	O
87	”	O
88	)	O
89	施工	O
90	总价	O
91	承包	O
92	招标	O

1	哈大	B-PER
2	铁路	I-PER
3	客运专线	I-PER
4	有限责任	I-PER
5	公司	I-PER
6	是	O
7	由	O
8	沈阳铁路局	O
9	、	O
10	哈尔滨铁路局	O
11	等	O
12	单位	O
13	共同	O
14	发起	O
15	设立	O
16	的	O
17	高速铁路	O
18	运营	O
19	公司	O
20	,	O
21	负责	O
22	哈大	O
23	铁路	O
24	客运专线	O
25	的	O
26	运营	O
27	管理	O

1	美尚	O
2	生态景观	O
3	股份	O
4	有限公司	O
5	(	O
6	以下	O
7	简称	O
8	“	O
9	公司	O
10	”	O
11	)	O
12	于	O
13	2017	O
14	年	O
15	12	O
16	月	O
17	1	O
18	日	O
19	收到	O
20	四川	I-PER
21	通融	I-PER
22	统筹	I-PER
23	城乡建设	I-PER
24	投资	I-PER
25	有限公司	I-PER
26	发来	O
27	的	O
28	《	O
29	中标	O
30	通知书	O
31	》	O
32	,	O
33	通知书	O
34	确认	O
35	公司	O
36	(	O
37	联合体	O
38	牵头	O
39	人	O
40	)	O
41	与	O
42	中煤	O
43	科工	O
44	集团	O
45	重庆	O
46	设计	O
47	研究院	O
48	有限公司	O
49	组成	O
50	的	O
51	联合体	O
52	为	O
53	“	O
54	罗江县	O
55	2017	O
56	年	O
57	城乡	O
58	设施	O
59	提升	O
60	改善	O
61	工程	O
62	融资	O
63	+	O
64	EPC	O
65	总	O
66	承包	O
67	项目	O
68	(	O
69	第二次	O
70	)	O
71	”	O
72	(	O
73	以下	O
74	简称	O
75	“	O
76	本	O
77	项目	O
78	”	O
79	)	O
80	的	O
81	中标人	O

1	2	O
2	、	O
3	招标人	O
4	:	O
5	四川	I-PER
6	通融	I-PER
7	统筹	I-PER
8	城乡建设	I-PER
9	投资	I-PER
10	有限公司	I-PER

1	2017	O
2	年	O
3	1	O
4	月	O
5	18	O
6	日	O
7	,	O
8	万达	O
9	信息	O
10	股份	O
11	有限公司	O
12	(	O
13	以下	O
14	简称	O
15	“	O
16	公司	O
17	”	O
18	)	O
19	披露	O
20	了	O
21	《	O
22	中标	O
23	公告	O
24	》	O
25	,	O
26	公司	O
27	成功	O
28	中标	O
29	四川省	O
30	雅安市	I-PER
31	公安局	I-PER
32	及	O
33	雅安市	O
34	经济	O
35	和	O
36	信息化	O
37	委员会	O
38	(	O
39	以下	O
40	合并	O
41	简称	O
42	“	O
43	甲方	O
44	”	O
45	)	O
46	“	O
47	雅安	O
48	智慧	O
49	公共安全	O
50	系统	O
51	政府	O
52	与	O
53	社会	O
54	资本	O
55	合作	O
56	采购	O
57	项目	O
58	”	O
59	(	O
